PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
47,2/2/2022,40:22.9,1,1,"Medich, John",1000093226,Right,GIT_YJF,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,2,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,"Live Side
",83.90871,-1.175252,-3.588096,2235.268943,214.640517,1:15,6.19038,1.77669,5.34238,-22.21722,18.99214,12.07461,3.23416,-0.58736,75.59131,-5.363611,-1.448667,0.462029,82.09375,48.688634,31.861057,,89.81831,119.05867,63.5033,214.72043,,35.381107,6.039577,-7.21993,10.33497,-1.462,50,6.06903,7.09597,-121.36777,-3.18481,-10.61421,26.94174,-16.98037,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,57991c40-8468-11ec-adab-7968ab2d66aa,81.58026,125.17934,,8.3174,,,,0.45722,3.5857,0.53379,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,40:22.9,2022-02-02T15:40:22.8569650-05:00,2022-02-02T20:40:22.8569650Z,FlyBall,v3,,,,,,Undefined,GIT_YJF,db2955b6-e283-469e-9824-d2796cb3c313,55.15374,-122.50647,13.47087,6.18847,-2.46712,-8.49019,-1.77139,7.54459,-5.3071,188.663623,0.45236,67.56971,-21.25347,6.35982,-1.44452,0.22535,-0.01899,0.00051,1.00E-05,3.57541,90.63379,-19.7569,1.78002,-0.64023,0.22907,-0.04528,0.00442,-0.00017,0.5328,41.96513,-9.25932,1.99149,-0.2881,0.01031,0.00525,-0.0009,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
48,2/2/2022,41:13.8,2,1,"Medich, John",1000093226,Right,GIT_YJF,"Giesler, John",1000075250,Right,GIT_YEL,Undefined,2,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.98733,3.518787,-0.830743,2306.949341,54.244114,7:45,5.88863,1.57578,5.23147,-63.44885,-6.25272,-11.22217,3.9134,-0.14035,64.92723,-8.005099,-2.819036,0.54432,,,,,,,,,,,,5.32166,-3.52181,-1.49069,50,6.16577,1.90892,-102.86003,4.29025,5.67619,17.76534,-35.93047,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,75fe7b80-8468-11ec-adab-7968ab2d66aa,69.24679,,,6.06009,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,41:13.8,2022-02-02T15:41:13.8576434-05:00,2022-02-02T20:41:13.8576434Z,,v3,,,,,,Undefined,GIT_YJF,395c7b38-de36-47fe-bbbd-e185e74f5587,55.26854,-103.76599,8.88267,5.90027,6.12256,-17.96524,-1.58066,1.61946,2.8381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
49,2/2/2022,41:31.5,2,2,"Medich, John",1000093226,Right,GIT_YJF,"Giesler, John",1000075250,Right,GIT_YEL,Undefined,2,Top,1,1,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.76642,2.387605,-1.218966,2328.892887,61.105474,8:00,5.77853,1.77019,5.1191,-50.27581,-0.97043,-4.7854,3.83972,0.22302,69.70532,-6.771778,-2.065215,0.505381,,,,,,,,,,,,1.99138,-0.66484,-1.65172,50,5.96441,2.56127,-111.19158,2.89123,2.47037,21.63182,-32.99879,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,808d4590-8468-11ec-adab-7968ab2d66aa,74.5823,,,7.0611,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,41:31.5,2022-02-02T15:41:31.5149362-05:00,2022-02-02T20:41:31.5149362Z,,v3,,,,,,Undefined,GIT_YJF,0fc48ecf-d21f-4000-a26e-7d18560ea9c6,55.37764,-112.2329,10.81591,5.78699,4.47973,-16.4994,-1.77216,2.44236,1.23518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
50,2/2/2022,42:12.5,2,3,"Medich, John",1000093226,Right,GIT_YJF,"Giesler, John",1000075250,Right,GIT_YEL,Undefined,2,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Double,0,0,,84.92229,-0.551029,-2.340326,2264.938438,209.330323,1:00,6.11517,1.73932,5.53219,-21.89643,17.33509,9.04737,3.77495,0.30443,77.68175,-4.654719,-0.729071,0.450805,76.92569,27.536728,30.434249,3786.29804,88.4329,44.54472,65.41833,248.40548,,45.329973,3.789096,-5.23225,9.28894,-1.54233,50,6.05298,4.66121,-123.2405,-1.87578,-8.05949,24.13639,-17.86584,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,98f76ca0-8468-11ec-adab-7968ab2d66aa,83.61136,46.93949,,7.24053,,,,1.29836,3.94888,-0.0566,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,42:12.5,2022-02-02T15:42:12.5358130-05:00,2022-02-02T20:42:12.5358130Z,LineDrive,v3,,,,,,Undefined,GIT_YJF,a7793f17-889a-4e54-bd22-421a245f1825,54.96603,-124.20928,12.0682,6.11388,-1.15869,-8.93292,-1.73591,4.9847,-4.02974,,1.29964,86.22163,-19.60743,4.23954,-0.62721,-0.02146,0.02545,-0.00327,0.00011,3.94825,52.17647,-17.61064,1.25187,-0.14897,0.00147,0.01791,-0.00542,0.00048,-0.0564,50.67167,0.67846,-1.57405,0.63737,-0.17179,0.03152,-0.00307,0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
51,2/2/2022,42:59.8,3,1,"Medich, John",1000093226,Right,GIT_YJF,"DeLeo, Jake",1000051164,Right,GIT_YEL,Undefined,2,Top,1,0,0,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,74.65794,3.020805,-0.84171,2329.261934,103.560696,9:30,5.76141,1.69811,5.04378,-49.30322,3.10339,-5.3863,4.50521,0.45523,67.55876,-5.984998,-1.792379,0.521032,,,,,,,,,,,,2.38764,1.1848,-1.61341,50,6.01083,1.80395,-108.03726,4.04494,2.79311,20.61921,-30.78801,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,b529e650-8468-11ec-adab-7968ab2d66aa,72.34189,,,7.09917,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,42:59.8,2022-02-02T15:42:59.8409778-05:00,2022-02-02T20:42:59.8409778Z,,v3,,,,,,Undefined,GIT_YJF,53a192e0-9077-489a-9401-0e0a7f293615,55.45153,-109.07273,10.3096,5.76888,5.59109,-15.39401,-1.70048,1.66368,1.39656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
52,2/2/2022,43:16.8,3,2,"Medich, John",1000093226,Right,GIT_YJF,"DeLeo, Jake",1000051164,Right,GIT_YEL,Undefined,2,Top,1,1,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.75668,1.65509,-1.493214,2385.916545,69.566281,8:15,5.7993,1.95764,5.19949,-47.15089,-0.07043,-3.8054,3.42773,0.23575,71.8455,-6.901906,-2.167302,0.493846,,,,,,,,,,,,1.51512,-0.01882,-1.81634,50,5.91697,3.09533,-112.8993,1.62598,1.97182,18.95386,-32.19852,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,bf4bbdc0-8468-11ec-adab-7968ab2d66aa,76.32423,,,5.91119,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,43:16.8,2022-02-02T15:43:16.8091186-05:00,2022-02-02T20:43:16.8091186Z,,v3,,,,,,Undefined,GIT_YJF,be9a4b5e-817e-44b8-b053-32eeea3f544e,55.29989,-113.78558,9.47693,5.80574,3.13158,-16.09926,-1.95892,3.00313,0.98591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
53,2/2/2022,43:35.7,3,3,"Medich, John",1000093226,Right,GIT_YJF,"DeLeo, Jake",1000051164,Right,GIT_YEL,Undefined,2,Top,1,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.94668,-2.129326,-1.498921,2262.441834,218.137241,1:15,6.16899,1.68051,5.37745,-22.94198,15.34946,11.15989,2.25942,1.20502,79.31339,-6.371028,0.485679,0.445371,89.82293,-10.437076,-49.048999,,,,,13.93532,,-44.793113,0.090933,-6.0417,8.6193,-1.55467,50,5.96222,2.7962,-124.78489,-5.41666,-9.60398,23.19143,-18.47268,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,caa5ee20-8468-11ec-adab-7968ab2d66aa,84.63151,2.17382,,6.63329,,,,2.15461,2.17382,-0.90501,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,43:35.7,2022-02-02T15:43:35.7096498-05:00,2022-02-02T20:43:35.7096498Z,GroundBall,v3,,,,,,Undefined,GIT_YJF,f2ac1c27-232c-4e18-85a6-16a5984b4c2f,55.12239,-125.73329,11.59572,6.16828,-4.66123,-9.23634,-1.67705,3.18895,-4.80199,180,2.15251,85.05858,,,,,,,,2.17441,-23.90564,,,,,,,,-0.9026,-98.01788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
54,2/2/2022,44:26.9,3,4,"Medich, John",1000093226,Right,GIT_YJF,"Anderson, John",1000051460,Right,GIT_YEL,Undefined,2,Top,1,0,0,Curveball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.86284,1.549826,-1.878022,2014.246734,217.066534,1:15,5.821,1.67949,6.14479,-29.52962,16.89198,11.48359,4.79345,0.90043,69.9431,-4.070166,0.190676,0.490379,,,,,,,,,,,,-6.45961,8.69032,-1.54179,50,5.92401,3.26717,-112.84012,2.28011,-8.18989,23.72384,-21.15593,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,e92a9530-8468-11ec-adab-7968ab2d66aa,76.86397,,,7.91974,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,44:26.9,2022-02-02T15:44:26.9095474-05:00,2022-02-02T20:44:26.9095474Z,,v3,,,,,,Undefined,GIT_YJF,f97ea059-5035-4c44-9a08-d3d1da67b41c,54.34767,-113.75051,11.86192,5.82093,3.09196,-10.57796,-1.6732,3.58146,-4.09494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
55,2/2/2022,44:48.2,3,5,"Medich, John",1000093226,Right,GIT_YJF,"Anderson, John",1000051460,Right,GIT_YEL,Undefined,2,Top,1,1,0,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,77.81919,0.465048,-1.861082,2391.008635,58.020438,8:00,5.67327,1.8605,5.39067,-51.45845,-4.1767,-9.13989,1.82116,-0.64601,71.35675,-8.886588,-3.487539,0.494901,78.41377,17.802667,10.330873,1173.452085,107.10935,19.72064,25.04966,193.39406,,15.075748,2.230857,4.05851,-1.81996,-1.68758,50,5.67842,4.02343,-112.91514,-0.82839,5.20284,21.91318,-34.50714,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,f5bd1e80-8468-11ec-adab-7968ab2d66aa,76.16159,19.8083,,6.46244,,,,1.44138,1.81907,0.64953,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,44:48.2,2022-02-02T15:44:48.2188338-05:00,2022-02-02T20:44:48.2188338Z,LineDrive,v3,,,,,,Undefined,GIT_YJF,510b7055-598c-4425-ba34-a0098707b5e9,55.1092,-113.90236,10.95659,5.68072,0.72619,-17.25357,-1.86356,3.78904,2.60142,243.167877,1.44137,107.7253,-15.46971,2.92691,-0.58341,0.09482,-0.0135,0.00137,-5.00E-05,1.81908,35.16143,-18.39663,1.3742,-0.2394,0.04852,-0.00863,0.00165,-0.00017,0.64955,19.63513,2.60006,-1.10067,0.30533,-0.05655,0.00533,0.00036,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
56,2/2/2022,45:28.2,4,1,"Medich, John",1000093226,Right,GIT_YJF,"Johnson, Tervell",1000069675,Right,GIT_YEL,Undefined,2,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.19076,-3.573327,-2.584358,2239.909644,215.152333,1:15,6.15879,1.61233,5.39999,-20.47686,19.25722,12.56442,1.0962,0.23602,77.38419,-7.412268,-0.351193,0.453683,,,,,,,,,,,,-7.11406,11.18327,-1.39106,50,5.82579,5.02453,-123.21676,-8.33969,-10.84177,26.47279,-15.13088,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,0d9a6ee0-8469-11ec-adab-7968ab2d66aa,83.08093,,,7.80657,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,45:28.2,2022-02-02T15:45:28.2227250-05:00,2022-02-02T20:45:28.2227250Z,,v3,,,,,,Undefined,GIT_YJF,2c16a0fd-df32-4a9c-9488-251f989e9d32,55.09695,-124.307,13.23639,6.15641,-7.71655,-7.56544,-1.60718,5.47104,-5.42088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
57,2/2/2022,45:46.9,4,2,"Medich, John",1000093226,Right,GIT_YJF,"Johnson, Tervell",1000069675,Right,GIT_YEL,Undefined,2,Top,1,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.66257,1.810872,-1.205252,2228.902955,59.595909,8:00,5.76362,1.89305,5.33153,-50.87196,-2.11728,-6.28012,3.22429,0.23871,70.10861,-7.462778,-2.32094,0.50255,,,,,,,,,,,,2.78563,-1.0828,-1.77955,50,5.89078,2.58667,-111.20127,1.79732,3.47304,20.74286,-33.52402,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,18c06fe0-8469-11ec-adab-7968ab2d66aa,75.00233,,,6.55396,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,45:46.9,2022-02-02T15:45:46.8891186-05:00,2022-02-02T20:45:46.8891186Z,,v3,,,,,,Undefined,GIT_YJF,548603a7-8ea3-4d04-9584-4f03df934019,55.16683,-112.16092,10.37143,5.77176,3.34827,-16.76201,-1.89551,2.42599,1.73652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
58,2/2/2022,46:11.6,4,3,"Medich, John",1000093226,Right,GIT_YJF,"Johnson, Tervell",1000069675,Right,GIT_YEL,Undefined,2,Top,1,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.34372,-1.958585,-1.607834,2218.438983,210.256467,1:00,5.96318,1.7846,5.39042,-22.11568,16.35229,8.77241,2.28313,1.00834,78.5235,-6.090833,-0.047873,0.446397,,,,,,,,,,,,-4.86044,9.17512,-1.6473,50,5.77301,3.12489,-125.13087,-5.00515,-7.65986,26.6702,-17.71447,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,276bee20-8469-11ec-adab-7968ab2d66aa,84.4371,,,7.82022,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,46:11.6,2022-02-02T15:46:11.5500000-05:00,2022-02-02T20:46:11.5500000Z,,v3,,,,,,Undefined,GIT_YJF,395a591b-52b0-41ae-a5f0-a079bdc1d2c5,55.10514,-126.21429,13.3351,5.96171,-4.28554,-8.85723,-1.78056,3.43605,-3.82993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.66628,2.187814,0.836301,1.351514,-0.77948,2.04498,-1.00773,-0.74432,5.89053,1.36973,127.2828,7.65747,2.44071,-0.39957,106.45604,-8.78919,5.99376,18.54805,-12.78599,1.2458,-2.13173,2.20446,High,High,High,,,High,High,High
59,2/2/2022,47:36.9,4,4,"Medich, John",1000093226,Right,GIT_YJF,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,2,Top,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.26421,-2.052773,-3.58987,2203.798242,204.182126,12:45,6.09889,1.66446,5.73423,-22.75541,16.33584,6.72929,2.28644,-1.12212,77.48484,-6.325515,-2.388826,0.449999,,,,,,,,,,,,-4.50949,9.33115,-1.36931,50,5.91377,7.46758,-123.44007,-5.12997,-6.90467,26.32844,-17.88675,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,5a52c890-8469-11ec-adab-7968ab2d66aa,83.76123,,,7.77936,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,47:36.9,2022-02-02T15:47:36.8916530-05:00,2022-02-02T20:47:36.8916530Z,,v3,,,,,,Undefined,GIT_YJF,013fdc6d-b5e7-43c1-a6c1-094c87a06141,54.76251,-124.45171,13.16422,6.09768,-4.44269,-8.94338,-1.66135,7.73288,-3.45233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
60,2/2/2022,48:09.5,4,5,"Medich, John",1000093226,Right,GIT_YJF,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,2,Top,1,0,0,Fastball,Changeup,InPlay,Undefined,Bunt,Single,0,0,,84.1208,-1.102458,-2.827435,2077.1926,217.804097,1:15,5.99745,1.81649,5.696,-25.6184,13.67729,9.76485,2.83384,-0.00677,77.99213,-5.845739,-1.083316,0.451174,,,,,,,,,,,,-5.66142,7.56662,-1.58523,50,5.8887,5.64698,-122.20438,-3.17797,-8.68413,20.84394,-20.56752,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,6dbba7d0-8469-11ec-adab-7968ab2d66aa,83.54303,,,6.12867,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,48:09.5,2022-02-02T15:48:09.5059506-05:00,2022-02-02T20:48:09.5059506Z,,v3,,,,,,Undefined,GIT_YJF,9d4d6f20-1dd7-4687-ba8e-515f1a92fd92,54.8038,-123.02102,10.42197,5.99742,-2.37217,-10.28376,-1.81314,5.98721,-4.34206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
61,2/2/2022,48:49.2,5,1,"Medich, John",1000093226,Right,GIT_YJF,"Giesler, John",1000075250,Right,GIT_YEL,Undefined,2,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.77758,-0.024463,-2.73132,2386.466796,69.556264,8:15,5.72243,1.82707,5.43889,-47.63093,-1.31362,-6.73977,1.73026,-1.29407,72.78696,-8.637461,-3.930086,0.489828,,,,,,,,,,,,2.78291,-0.32299,-1.58046,50,5.68681,5.64585,-113.04353,-1.63999,3.65673,17.62235,-32.59843,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,8564efe0-8469-11ec-adab-7968ab2d66aa,76.95043,,,4.99063,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,48:49.2,2022-02-02T15:48:49.2586034-05:00,2022-02-02T20:48:49.2586034Z,,v3,,,,,,Undefined,GIT_YJF,6ecbb6ad-1c5e-45ca-ae3f-e768eb5336d6,55.06299,-113.83006,8.81118,5.72754,-0.18504,-16.29922,-1.82881,5.48264,1.82837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
62,2/2/2022,49:05.9,5,2,"Medich, John",1000093226,Right,GIT_YJF,"Giesler, John",1000075250,Right,GIT_YEL,Undefined,2,Top,1,1,0,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.1573,2.375927,-0.04745,2317.636068,97.863112,9:15,5.80253,1.83654,5.17589,-45.79833,2.53228,-10.13115,4.22296,0.94762,71.36717,-5.91086,-1.841106,0.50036,,,,,,,,,,,,5.05244,1.14319,-1.82408,50,5.98833,0.48216,-110.76838,3.04436,6.43971,14.98256,-30.71698,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,8f4d40c0-8469-11ec-adab-7968ab2d66aa,75.33062,,,4.79013,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,49:05.9,2022-02-02T15:49:05.8858546-05:00,2022-02-02T20:49:05.8858546Z,,v3,,,,,,Undefined,GIT_YJF,6f673e68-92d0-40d6-8e22-900d0d204956,55.32561,-111.48639,7.49128,5.80716,4.51642,-15.35849,-1.83979,0.17354,3.21986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
63,2/2/2022,49:50.1,5,3,"Medich, John",1000093226,Right,GIT_YJF,"Giesler, John",1000075250,Right,GIT_YEL,Undefined,2,Top,1,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,85.22091,-2.738757,-2.415436,2199.323791,215.996139,1:15,6.13457,1.62705,5.46494,-18.8084,20.12592,13.75524,1.9997,0.51132,78.46962,-6.260872,0.032128,0.449094,101.15835,17.711994,-11.431733,960.256823,107.08177,30.55192,-25.16748,348.77459,,-16.890511,3.476404,-7.59737,11.23694,-1.42428,50,5.88066,4.64152,-123.60596,-6.49929,-11.83777,22.99143,-14.6653,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,a9af1920-8469-11ec-adab-7968ab2d66aa,83.92987,39.20886,,6.75129,,,,1.85769,1.99816,-0.5008,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,49:50.1,2022-02-02T15:49:50.0794418-05:00,2022-02-02T20:49:50.0794418Z,LineDrive,v3,,,,,,Undefined,GIT_YJF,eeb28f16-f601-4a56-9e32-e5bc969664b1,55.0345,-124.53888,11.49572,6.13231,-5.90421,-7.33265,-1.62237,5.12186,-5.91888,148.799596,1.85772,138.52934,-22.75887,5.1882,-1.02838,0.1626,-0.01624,0.00037,7.00E-05,1.99823,45.13097,-14.10572,0.22491,0.00198,0.026,-0.01501,0.00349,-0.0003,-0.50086,-28.00892,-1.07871,0.49727,-0.14761,0.03351,-0.00567,0.00066,-4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
64,2/2/2022,54:19.9,1,1,"Siegel, Josiah",8900114,Left,GIT_YEL,"Campbell, Kristian",1000051599,Right,GIT_YJF,Undefined,2,Bottom,0,0,0,Slider,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,"Live Side
",75.21608,-1.119211,3.486819,1871.008514,124.733127,10:15,5.90432,-1.34111,5.28112,-36.01683,13.85505,-18.00194,1.84975,0.43737,70.08433,-7.687594,0.296059,0.508276,,,,,,,,,,,,9.85178,7.62926,1.03657,50,5.77558,-5.97769,-109.17596,-3.27126,12.09506,16.12472,-22.80755,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,4a7b5800-846a-11ec-adab-7968ab2d66aa,74.15748,,,5.13175,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,54:19.9,2022-02-02T15:54:19.8863410-05:00,2022-02-02T20:54:19.8863410Z,,v3,,,,,,Undefined,GIT_YEL,fe099f09-4e34-4340-b609-e3fccb5f5fcc,55.21918,-109.9441,8.06236,5.90554,-2.18476,-11.40377,1.33506,-6.55387,6.04753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
